lei,institution_name,nmls_id,our_lender_slug,match_status,total_applications,total_originations,fl_originations,states_with_originations,priority_match
254900FBWEZ3YUPOBN33,,,,unmatched,2237,1298,269,FL:269;NC:262;SC:137;GA:131;TN:130;TX:120;PA:108;NJ:60,high
549300QKL5FUBZ8LSF50,,,,unmatched,3942,2681,268,CA:840;PA:570;MA:314;FL:268;NJ:191;TX:184;GA:149;SC:88,high
L9VVX1KT5TFTKS0MLF66,,,,unmatched,19810,13127,266,NC:6984;SC:3577;CA:1383;GA:442;FL:266;MA:197;TN:106;TX:92,high
CKVBED0S4DMLKJJ5XH28,,,,unmatched,1770,1547,265,CA:364;FL:265;TX:142;NY:138;NC:122;NJ:119;GA:115;TN:91,high
549300LROQOOQU77WS20,,,,unmatched,6354,2765,263,CA:537;TX:435;NC:318;GA:291;FL:263;NJ:234;PA:186;TN:172,high
549300W45D2J6BT4LX65,,,,unmatched,1069,1054,260,FL:260;CA:195;TX:184;NJ:175;GA:65;NC:63;SC:46;PA:29,high
C398JSK21YCXWM603F55,,,,unmatched,2695,1598,252,CA:371;FL:252;NY:179;TX:179;NC:174;GA:138;PA:96;SC:79,high
XC7Z0BA39TU7L1AKOJ12,,,,unmatched,540,292,246,FL:246;CA:16;GA:10;TN:6;SC:6;NC:4;NJ:2;PA:1,high
549300C8GOC4OYUV0Z32,,,,unmatched,2202,1165,244,FL:244;TX:183;PA:140;GA:128;NC:127;NY:90;TN:67;NJ:63,high
549300RYTR2RVL4SFJ90,,,,unmatched,1960,1187,241,TX:242;FL:241;NC:142;NJ:131;GA:121;PA:72;CA:65;TN:59,high
549300T7HRS5DVBUPQ06,,,,unmatched,2311,1839,235,GA:1234;FL:235;NC:142;SC:55;PA:42;CA:41;NJ:33;TX:32,high
2549008X67CV1MNM7747,,,,unmatched,2034,1137,235,NY:744;FL:235;NJ:85;PA:27;NC:12;GA:12;SC:10;TX:5,high
549300JI0UWY4QIWDV89,,,,unmatched,1393,1179,233,SC:469;MA:445;FL:233;NC:15;GA:11;NJ:4;PA:2,high
5493008ZTV4S0W9DCX64,,,,unmatched,2958,1231,229,CA:461;TX:305;FL:229;GA:85;NC:54;TN:39;SC:30;PA:16,high
254900LTD432L5CHIZ48,,,,unmatched,2865,1424,228,CA:920;FL:228;TX:100;GA:64;NJ:39;PA:22;TN:15;MA:13,high
984500F6E6940CCB6A60,,,,unmatched,3623,2372,227,NY:532;TX:458;CA:403;NJ:403;FL:227;GA:76;TN:75;PA:70,high
5493008VVXQIDO1EZ460,,,,unmatched,4088,2620,225,CA:951;TX:471;TN:425;GA:378;FL:225;NC:83;PA:41;SC:21,high
549300NFPC3Y4W3Y7R87,,,,unmatched,4350,2197,225,TX:623;SC:342;NC:297;CA:292;GA:272;FL:225;TN:73;MA:38,high
54930034MNPILHP25H80,,,,unmatched,5377,3844,223,TX:2178;SC:653;NJ:337;FL:223;TN:194;NC:193;PA:52;GA:12,high
5493000EUC3MM52PJV85,,,,unmatched,4301,2797,223,CA:2354;FL:223;TX:92;NJ:46;GA:25;PA:14;TN:14;NC:11,high
5493005PD34O8ZT7QT17,,,,unmatched,3928,2653,222,PA:757;NJ:321;TX:319;GA:244;NY:241;TN:224;FL:222;NC:182,high
549300RWXUAFD1WAE410,,,,unmatched,10472,8070,221,NC:6049;SC:955;GA:731;FL:221;TN:63;DC:27;PA:14;TX:8,high
254900V6GCDMRQZ34D96,,,,unmatched,1545,865,217,CA:302;FL:217;NY:176;NJ:67;TX:30;PA:22;MA:18;TN:11,high
254900F9ZTVTX763V835,,,,unmatched,2964,2280,210,NJ:1831;FL:210;PA:148;NY:29;CA:19;NC:17;SC:14;MA:6,high
549300RM1IZYGQDSNL85,,,,unmatched,2927,815,206,FL:206;TX:167;TN:152;NC:60;NY:56;GA:49;CA:32;SC:26,high
549300J4330IBZ0BBI43,,,,unmatched,586,266,206,FL:206;GA:32;SC:9;CA:8;TN:6;NJ:4;MA:1,high
2WHM8VNJH63UN14OL754,,,,unmatched,4978,2897,204,PA:1812;NC:245;FL:204;TX:169;SC:129;NJ:106;TN:74;GA:64,high
549300VJQJVZKJBDWS17,,,,unmatched,2909,2144,201,MA:1361;FL:201;NY:185;PA:117;NJ:112;SC:92;NC:33;GA:21,high
5493001JT9MT3Z3Y3M39,,,,unmatched,798,508,201,FL:201;TX:95;CA:62;GA:31;NC:28;NY:23;TN:19;MA:16,high
254900WEP08K7U7S3A80,,,,unmatched,2357,1849,199,TX:709;FL:199;CA:177;NJ:167;TN:167;NC:126;GA:91;SC:74,high
5493001YIUWLFRXQUO81,,,,unmatched,694,507,191,FL:191;PA:159;NC:117;CA:20;SC:10;TX:6;NJ:4,high
254900WT4HAMDFWH3048,,,,unmatched,2588,969,188,TX:190;FL:188;CA:164;NC:118;GA:93;PA:66;NJ:65;TN:47,high
N8T7HW55LK5D2ORCKP39,,,,unmatched,18085,11808,187,PA:5819;NC:5046;SC:598;FL:187;DC:96;NJ:27;GA:15;NY:12,high
54930021DZJ9CEN11D61,,,,unmatched,1231,699,185,FL:185;GA:184;TN:124;NJ:39;MA:33;NC:32;CA:31;TX:26,high
549300LLKEKXL2RM1F61,,,,unmatched,3942,2605,183,NY:1919;PA:226;FL:183;NJ:142;TX:53;SC:26;NC:21;GA:13,high
549300UG7QXKM7KGV847,,,,unmatched,4406,2467,183,TX:943;NY:318;GA:245;PA:211;FL:183;NC:170;SC:146;TN:124,high
549300PL8ER6H23P0Z91,,,,unmatched,2473,1587,180,CA:426;TX:302;FL:180;NC:147;MA:121;PA:120;GA:88;NJ:85,high
54930091CYUK2SDZ6D37,,,,unmatched,1220,724,180,CA:343;FL:180;TX:106;NJ:20;TN:19;NY:15;NC:14;GA:10,high
254900ACUWEGW702BR80,,,,unmatched,2524,1690,179,NY:882;NJ:526;FL:179;TX:51;PA:42;CA:5;MA:4;TN:1,high
549300YW2UBCMDRMBT48,,,,unmatched,3217,2546,177,NY:644;NC:562;PA:364;TN:272;GA:180;FL:177;SC:160;NJ:91,high
549300KX4S1573HISS22,,,,unmatched,1934,850,177,CA:417;FL:177;TX:73;GA:33;PA:32;NJ:26;MA:26;NC:24,high
549300BLL6VL7AXWYP56,,,,unmatched,3909,2198,167,TN:627;TX:609;CA:189;NC:178;FL:167;GA:121;SC:104;PA:101,high
2549005FUF02T1IFCA22,,,,unmatched,761,490,165,FL:165;CA:134;TX:58;NJ:47;PA:18;GA:18;NC:16;SC:14,high
549300PEWJWBNEOSS013,,,,unmatched,641,411,163,FL:163;NJ:71;NC:62;TX:30;PA:27;GA:21;SC:21;TN:10,high
549300RYBJHWWDENV610,,,,unmatched,3695,2841,158,NC:1682;SC:399;GA:219;PA:168;FL:158;TX:123;TN:74;DC:16,high
5493005ICQ3QGEIWV618,,,,unmatched,2902,1946,157,NY:956;NJ:297;PA:296;FL:157;TX:101;GA:42;SC:42;TN:21,high
54930078TNN7GKZ7NU89,,,,unmatched,1989,1457,157,GA:678;NC:215;FL:157;SC:110;TN:86;NY:62;NJ:49;PA:44,high
549300TK6RZQSFXZHV09,,,,unmatched,1064,533,157,FL:157;PA:110;CA:108;NC:75;TX:32;TN:19;GA:13;SC:12,high
549300XCVBRR56D08F03,,,,unmatched,6771,1143,152,CA:454;FL:152;NJ:102;GA:94;NC:85;MA:66;PA:59;SC:56,high
549300OPB0G5OMY0SM65,,,,unmatched,4626,3221,151,CA:2430;TX:253;GA:163;FL:151;NJ:70;PA:44;NC:38;TN:23,high
549300G5DVGM0ZHRQC33,,,,unmatched,1352,888,151,TX:185;FL:151;NC:141;GA:106;CA:98;SC:68;TN:61;PA:49,high
5493002GI63WHHUTUD85,,,,unmatched,2235,1862,150,PA:1018;MA:193;NJ:166;NC:153;FL:150;GA:75;TX:38;TN:25,high
549300S8SHBRCI7UU819,,,,unmatched,1856,950,150,CA:229;FL:150;NC:115;GA:88;TN:75;TX:68;MA:55;NJ:53,high
549300ZWNETGFXTBBY03,,,,unmatched,5337,3363,149,GA:1431;TX:724;TN:330;NC:313;CA:255;FL:149;SC:129;MA:21,high
549300WHVRE44NRBU558,,,,unmatched,604,395,148,FL:148;NC:97;TX:86;CA:30;TN:16;SC:7;PA:5;NJ:3,high
254900VELJPWWT51WN03,,,,unmatched,4373,3506,142,CA:1623;TX:314;GA:307;MA:300;NC:289;NY:229;FL:142;NJ:123,high
549300REENMLD2RN3W58,,,,unmatched,2322,1690,142,GA:741;SC:204;TX:153;FL:142;TN:90;CA:83;NY:79;NC:62,high
254900WTZC5SSKIN2M11,,,,unmatched,2178,1391,142,NC:235;TX:181;GA:169;FL:142;CA:124;SC:111;MA:107;NJ:97,high
549300TMY3OACQC9U777,,,,unmatched,1502,735,140,CA:407;FL:140;TX:112;NJ:27;GA:19;MA:9;NC:8;PA:7,high
549300KHXD7JSQUZIJ22,,,,unmatched,6945,5053,138,TX:3092;NC:1185;TN:487;FL:138;GA:83;SC:52;PA:5;CA:5,high
254900QRD0ZXHH08TX87,,,,unmatched,3812,2288,138,TX:2019;FL:138;SC:102;MA:15;PA:5;GA:4;NC:2;TN:2,high
254900HL2VMAYA3J5494,,,,unmatched,297,165,136,FL:136;GA:6;TN:6;CA:5;NC:3;SC:3;PA:2;TX:2,high
1IE8VN30JCEQV1H4R804,,,,unmatched,3838,2522,134,CA:1526;NY:538;NJ:144;FL:134;TX:60;MA:25;NC:24;PA:21,high
549300FVD3YHE65PKH97,,,,unmatched,1665,982,134,TX:274;CA:216;NJ:193;FL:134;GA:117;NC:37;PA:7;SC:3,high
549300ZCR1XCLNEEI724,,,,unmatched,1528,556,131,CA:191;FL:131;TX:73;NY:59;NJ:31;PA:23;SC:14;TN:12,high
254900NZOY3XB2DNSZ34,,,,unmatched,1644,1169,130,CA:437;NJ:170;FL:130;MA:120;NY:99;GA:61;PA:51;NC:48,high
9845005BP6974AE5D838,,,,unmatched,1261,596,130,CA:201;FL:130;TX:78;GA:43;TN:37;PA:32;SC:25;NC:20,high
549300I0ICF6REKHOC74,,,,unmatched,920,681,129,SC:234;PA:137;FL:129;TX:80;NC:48;DC:39;NJ:5;CA:4,high
254900J2RKTTDJSUWD76,,,,unmatched,711,552,128,TX:250;FL:128;CA:88;GA:38;NJ:18;TN:16;NC:4;SC:4,high
254900IEGKUDRDS23V26,,,,unmatched,2381,1698,126,CA:1161;TX:181;FL:126;GA:80;PA:29;NC:28;MA:26;NY:23,high
549300A68YW07V5R5G22,,,,unmatched,1583,779,125,CA:536;FL:125;TX:47;GA:26;NC:14;SC:12;TN:9;NJ:6,high
549300Q6YL1SFVPEGV90,,,,unmatched,1729,540,122,CA:167;FL:122;TX:74;GA:64;NJ:42;MA:25;PA:21;TN:15,high
254900VE4XTOQUE8NZ77,,,,unmatched,3245,1208,118,NY:330;NJ:271;PA:189;FL:118;TX:105;GA:82;NC:46;MA:25,high
549300HVW3AI97UKTO72,,,,unmatched,484,290,118,FL:118;GA:64;CA:25;TN:25;NC:24;TX:10;NJ:6;NY:6,high
2549005Z23HAAZ6QDM98,,,,unmatched,175,137,115,FL:115;TN:8;GA:4;TX:3;MA:2;NY:2;NC:2;NJ:1,high
549300FK3AFCFVAPH234,,,,unmatched,6557,5368,114,MA:4926;FL:114;CA:58;TX:53;NC:51;NJ:37;NY:35;GA:29,high
549300T5QSL6MC8M4D04,,,,unmatched,2169,1403,112,NY:927;NJ:182;FL:112;MA:68;PA:22;CA:19;SC:19;TX:18,high
549300HTMO7FGRKRLV06,,,,unmatched,1680,1120,112,NY:842;FL:112;NJ:84;TX:28;PA:26;GA:10;NC:7;SC:6,high
549300ZZME37MXI1EF14,,,,unmatched,1544,1144,110,TX:571;CA:112;FL:110;TN:96;PA:96;GA:86;MA:36;NC:15,high
549300G4ESSS6M0MEG51,,,,unmatched,3642,2174,109,CA:1252;TX:299;NC:292;FL:109;DC:65;SC:47;TN:35;MA:35,high
2549004XJQQPBYQSMT39,,,,unmatched,1774,1002,108,NY:550;NJ:112;FL:108;CA:87;TX:50;MA:29;PA:25;GA:20,high
549300CDOC4F7XSRG390,,,,unmatched,7230,4804,107,TN:2808;NC:1222;SC:417;GA:200;FL:107;TX:18;CA:13;DC:10,high
5493005JF6BKCN6OY689,,,,unmatched,177,148,107,FL:107;SC:19;TX:10;GA:4;NJ:2;NY:2;CA:1;MA:1,high
5493004T9SQFCNRQ2L76,,,,unmatched,920,660,106,SC:255;TN:142;FL:106;NC:83;TX:28;CA:15;GA:14;PA:9,high
549300J6N77Q8OHYNF23,,,,unmatched,2824,1952,105,TX:419;CA:416;NC:341;GA:188;MA:176;PA:141;FL:105;SC:68,high
549300ISCZS1R0CJMO47,,,,unmatched,1074,857,104,TX:255;NC:107;FL:104;GA:77;TN:70;PA:67;SC:66;CA:39,high
549300ZIXM1VUXPG4D03,,,,unmatched,799,565,102,TX:329;FL:102;CA:88;PA:28;NC:8;GA:4;SC:3;NJ:2,high
54930025XJJO3T0M1A92,,,,unmatched,4540,1762,101,GA:1374;FL:101;MA:88;NJ:66;SC:40;PA:38;CA:32;NC:16,high
549300QIUZLVR1OLDH55,,,,unmatched,579,396,99,CA:132;FL:99;PA:39;GA:35;NC:34;NJ:30;TN:20;SC:6,high
549300RD5IG88VPO6P22,,,,unmatched,2262,1456,98,TX:379;NY:250;CA:187;NJ:151;PA:100;FL:98;NC:82;MA:80,high
549300LZUXCJFE5ONM48,,,,unmatched,1000,741,98,CA:317;TX:110;FL:98;SC:53;GA:53;TN:45;PA:42;NJ:16,high
98450087981AP406JG03,,,,unmatched,2236,1831,97,CA:1294;FL:97;TX:94;NY:70;GA:70;TN:57;NC:49;NJ:47,high
549300LI3FDGO7UKFF39,,,,unmatched,2157,1335,97,NY:808;NJ:146;SC:102;FL:97;PA:93;GA:24;TX:21;NC:19,high
2549007G9V4FYWWWDZ31,,,,unmatched,899,691,96,NJ:334;PA:199;FL:96;GA:26;TX:21;NC:12;SC:3,high
549300DCGBXW5FJMV921,,,,unmatched,2652,2652,94,CA:2145;TX:163;GA:124;FL:94;NJ:49;NC:33;TN:31;SC:7,high
549300JPGMCMBEJEK584,,,,unmatched,5743,2650,94,MA:1769;GA:184;NJ:153;CA:148;FL:94;TX:89;PA:51;NC:49,high
254900DSZI6CJXJL6Z14,,,,unmatched,929,566,93,TX:168;FL:93;GA:66;NC:60;PA:46;NY:32;TN:29;CA:22,high
549300CK7U1WMTIG6687,,,,unmatched,916,607,92,CA:466;FL:92;TX:29;NJ:5;GA:4;NC:4;PA:3;TN:2,high
54930080168VA6Z8UX21,,,,unmatched,1613,934,91,NJ:223;PA:190;NC:101;FL:91;SC:87;DC:67;GA:60;CA:49,high
5493005R34FLBMCPWB41,,,,unmatched,1083,777,91,PA:305;SC:187;NC:141;FL:91;NJ:47;TN:3;DC:2;GA:1,high
5493000IIYWBLONJVJ30,,,,unmatched,1221,703,91,CA:173;TX:112;FL:91;NC:78;GA:50;PA:46;SC:42;NJ:40,high
549300UF3FPC7U6RFC59,,,,unmatched,849,489,91,NC:269;FL:91;TX:35;CA:25;GA:23;TN:13;SC:12;NJ:10,high
549300OSZK2W0WJYS771,,,,unmatched,524,285,91,FL:91;NC:62;SC:32;GA:21;PA:20;DC:14;TN:14;CA:9,high
HUX2X73FUCYHUVH1BK78,,,,unmatched,5858,3373,90,NY:2485;PA:597;FL:90;MA:58;CA:34;NC:23;SC:23;TX:20,high
25490018IFQOT83Q7H49,,,,unmatched,958,685,90,PA:174;SC:161;CA:98;FL:90;TX:56;NC:34;GA:27;NJ:15,high
549300GQDT484LGI9C04,,,,unmatched,5198,414,89,CA:130;FL:89;TX:80;NJ:52;NC:40;PA:9;NY:6;SC:4,high
549300H12E7AUMUHP294,,,,unmatched,1498,923,88,NJ:374;PA:297;FL:88;NC:59;NY:25;TX:21;TN:18;SC:16,high
549300RYWXR8TL5LIK35,,,,unmatched,2884,1564,87,PA:518;NJ:483;CA:116;NY:109;FL:87;NC:66;MA:66;GA:33,high
254900RM3T6WAVE6SA24,,,,unmatched,1646,1226,84,TX:892;NC:100;FL:84;GA:54;CA:36;NJ:23;PA:17;TN:9,high
254900114YHTRFBALC74,,,,unmatched,903,888,84,CA:628;FL:84;NJ:44;TX:33;NC:31;GA:27;NY:14;SC:9,high
KD3XUN7C6T14HNAYLU02,,,,unmatched,1085,642,83,CA:220;NY:91;FL:83;TX:82;MA:49;NJ:25;GA:21;NC:20,high
9845006YE04B346EC919,,,,unmatched,1416,362,83,FL:83;CA:62;NC:55;GA:53;TN:43;SC:28;PA:22;NJ:13,high
5493003NV9L53LK1XI52,,,,unmatched,3341,2005,82,CA:1753;FL:82;TX:73;NJ:27;GA:21;NC:14;TN:13;PA:11,high
549300KWKWPEKL40WD44,,,,unmatched,1536,859,82,NJ:442;PA:144;FL:82;TX:42;NC:40;GA:40;NY:27;SC:21,high
5493001141Z7CINOSB62,,,,unmatched,355,186,82,FL:82;TX:29;NJ:22;GA:16;CA:14;NC:14;TN:9,high
549300JZD4L02YZI3Z50,,,,unmatched,1586,1187,80,NJ:840;NY:180;FL:80;PA:38;GA:28;NC:9;SC:5;TX:4,high
549300Q10M1VXBG2H889,,,,unmatched,4108,997,79,GA:457;NC:175;TN:124;FL:79;PA:59;SC:46;MA:30;NJ:26,high
549300GY4NTTEM7WWB64,,,,unmatched,380,243,79,FL:79;GA:41;NC:35;TX:28;PA:21;TN:20;SC:10;NY:4,high
549300AG10BX85DF5S49,,,,unmatched,2613,1983,77,CA:805;NJ:554;TX:155;MA:150;PA:83;FL:77;NC:54;NY:37,high
254900O28OG3UMHXQY81,,,,unmatched,903,413,77,TX:92;FL:77;CA:66;NC:56;PA:34;SC:28;NJ:19;GA:18,high
549300E0WPRCJMXMUM09,,,,unmatched,294,195,75,NY:104;FL:75;NJ:11;TX:2;PA:2;GA:1,high
254900XN7UWEWK13RO81,,,,unmatched,5942,5187,74,NY:5094;FL:74;SC:6;TX:5;PA:4;NJ:2;MA:2,high
5493004T38NMC864VL66,,,,unmatched,402,293,74,TX:112;FL:74;TN:44;NC:26;GA:23;SC:9;NY:2;PA:2,high
549300T3F9S1MKFKHC53,,,,unmatched,6036,4972,72,NY:4005;PA:479;MA:154;NC:95;FL:72;TN:42;SC:40;TX:29,high
549300VGMMXKSX821O69,,,,unmatched,846,474,72,NY:339;FL:72;NJ:24;PA:12;SC:7;NC:7;TX:6;CA:2,high
549300K3VE61PXPZDV51,,,,unmatched,125,84,72,FL:72;NJ:11;TN:1,high
549300YX5RPSSMR88K92,,,,unmatched,1244,1058,71,CA:834;FL:71;TX:50;NC:18;GA:15;PA:14;MA:14;NY:13,high
54930059GZZ7G4G40O53,,,,unmatched,3466,2535,69,TN:1004;NC:922;TX:376;SC:117;FL:69;GA:21;MA:11;CA:9,high
549300B4IYL7TZT8FA34,,,,unmatched,2745,1771,69,CA:637;GA:512;TX:184;TN:130;SC:110;NC:100;FL:69;MA:26,high
254900BBWJ82FQDQ6823,,,,unmatched,1378,920,69,NJ:262;TN:132;TX:94;PA:71;SC:70;FL:69;NY:68;MA:61,high
984500F03B9034CQB904,,,,unmatched,2997,377,69,TX:79;FL:69;NC:60;CA:45;GA:38;PA:35;TN:29;MA:13,high
549300Q02LGIN9AXKP98,,,,unmatched,2016,1236,66,CA:824;TX:97;FL:66;GA:63;NC:48;NJ:42;NY:33;MA:24,high
549300WH9FMXOC63ZV77,,,,unmatched,430,375,66,CA:169;NY:98;FL:66;NJ:27;TX:8;PA:3;SC:3;DC:1,high
549300YMIOLU51FSTO86,,,,unmatched,1406,1028,64,PA:346;NJ:322;NY:108;TX:98;FL:64;GA:45;NC:19;TN:15,high
549300XED7IBK9VVQH70,,,,unmatched,1212,859,64,TX:273;PA:136;NY:114;CA:75;NC:70;SC:69;FL:64;NJ:45,high
254900SUZ313OILKVD67,,,,unmatched,190,161,64,FL:64;SC:58;MA:9;CA:8;NC:6;NJ:6;PA:4;GA:4,high
549300PC4MFWQBNVKG88,,,,unmatched,2616,1824,63,TX:1080;CA:169;PA:165;NC:139;TN:130;FL:63;SC:37;GA:23,high
9845007CY0EC0F59W414,,,,unmatched,1085,704,62,CA:391;TX:104;GA:81;FL:62;PA:36;NJ:14;SC:6;TN:4,high
5493007CLWQN2S6IZK91,,,,unmatched,896,464,61,TX:115;NC:67;FL:61;GA:55;CA:48;TN:25;SC:22;NJ:22,high
984500CD6F0743B8F530,,,,unmatched,544,424,61,GA:124;PA:74;FL:61;TN:49;NC:48;NY:24;TX:16;NJ:11,high
549300YPBBHUEKV1YC68,,,,unmatched,613,377,61,TX:159;SC:64;FL:61;CA:32;GA:30;NJ:14;NC:11;PA:3,high
549300UVOSI4XZZGUE14,,,,unmatched,813,318,61,NC:67;FL:61;GA:52;CA:43;SC:43;TN:27;NJ:25,high
549300AT7EB9FJAF0E61,,,,unmatched,1788,1174,59,TN:999;FL:59;TX:33;SC:18;PA:16;CA:16;NC:13;GA:12,high
549300GPO6DWUZR4UY30,,,,unmatched,1421,1108,59,NC:347;DC:280;MA:155;SC:127;PA:119;FL:59;TN:9;NJ:7,high
4EP6JBYBTPTQ47LZOB67,,,,unmatched,439,345,59,CA:66;FL:59;MA:51;NY:40;GA:27;NC:22;TX:20;SC:18,high
549300N3JBQ15RQ7AV97,,,,unmatched,1117,760,58,CA:603;FL:58;TX:45;NC:34;GA:12;PA:3;NJ:3;TN:2,high
549300O7SGM8FH65GQ47,,,,unmatched,104,66,58,FL:58;CA:2;GA:2;SC:1;TX:1;TN:1;NJ:1,high
549300DNWSJUNAWUM003,,,,unmatched,1221,674,57,NC:247;PA:92;SC:63;NY:60;FL:57;DC:34;CA:33;GA:23,high
54930063XGNMIXS57091,,,,unmatched,12659,6165,56,PA:3973;NJ:2136;FL:56,high
54930095UWUUXAWASB02,,,,unmatched,1764,1346,56,NC:673;SC:369;DC:148;FL:56;PA:53;GA:13;TX:12;TN:11,high
254900JZN2V0PWFMW808,,,,unmatched,1482,781,56,CA:615;FL:56;NC:52;TX:46;TN:8;SC:1;NY:1;PA:1,high
254900YA1AQXNM8QVZ06,,,,unmatched,501,386,56,CA:85;TX:59;FL:56;NY:34;GA:32;NC:29;TN:27;MA:21,high
549300AENO88GEUWCZ39,,,,unmatched,326,198,56,FL:56;CA:52;TX:34;SC:25;NC:12;TN:7;NJ:6;GA:4,high
549300R8VPSFM828B312,,,,unmatched,3737,2148,55,NY:1805;CA:177;FL:55;NJ:33;NC:19;PA:15;TX:13;TN:11,high
549300BXWU32AYWT1A56,,,,unmatched,1324,845,55,TX:257;NY:161;NJ:90;PA:86;CA:70;FL:55;GA:53;NC:28,high
98450058D88OE4463626,,,,unmatched,240,172,55,CA:60;FL:55;TX:22;NC:13;NJ:12;PA:5;GA:3;SC:1,high
6PTKHDJ8HDUF78PFWH30,,,,unmatched,183,151,55,FL:55;CA:35;TX:20;GA:8;NJ:7;NC:5;MA:5;NY:5,high
549300QVGK8WC4HQ3C28,,,,unmatched,1041,647,54,PA:185;TN:124;GA:109;NJ:99;FL:54;NC:31;SC:19;TX:12,high
549300AOB4S7B0DB7863,,,,unmatched,351,179,54,FL:54;NJ:20;GA:20;CA:18;DC:17;TX:16;NC:15;NY:10,high
5493005DKMV1IHIM8E20,,,,unmatched,3562,2453,52,PA:1700;NJ:555;FL:52;CA:47;NC:28;GA:26;SC:18;TN:10,high
549300BOXNV8VLRBDT24,,,,unmatched,1396,640,51,CA:220;TX:86;NC:59;FL:51;GA:45;TN:44;NJ:36;SC:35,high
5493004UNRG4PWDF2K60,,,,unmatched,3127,1780,49,NJ:1476;NY:106;PA:60;FL:49;NC:25;CA:19;SC:13;MA:10,high
549300KQHWNSVCE2MY88,,,,unmatched,785,540,49,TX:125;TN:91;NC:65;CA:58;GA:53;FL:49;SC:32;PA:20,high
549300LLESTPOVRG3X73,,,,unmatched,1155,409,49,CA:88;TX:55;FL:49;NC:47;NY:40;GA:28;TN:25;MA:23,high
549300GCEUZLVML1J263,,,,unmatched,2047,1612,48,MA:908;PA:474;NC:74;GA:66;FL:48;TX:26;SC:11;TN:3,high
54930039IUN6515TBG78,,,,unmatched,1662,1206,47,GA:517;NY:292;TX:167;NJ:103;CA:52;FL:47;PA:13;SC:5,high
254900YPPMV9UM5FUW09,,,,unmatched,903,624,47,NC:334;DC:91;GA:80;FL:47;TX:15;PA:15;TN:15;CA:11,high
549300UB5TJ0YPVPT503,,,,unmatched,2013,1352,46,CA:903;TX:215;TN:127;NC:48;FL:46;GA:9;SC:3;NJ:1,high
COINQMNIM6RBU631DD85,,,,unmatched,527,271,46,TX:71;FL:46;CA:32;TN:26;NC:26;GA:18;SC:17;PA:14,high
549300K6K2IS7FRS7S09,,,,unmatched,402,241,46,FL:46;TX:42;CA:31;NC:31;GA:20;SC:19;NJ:13;PA:13,high
549300TB3TMP4RV5T078,,,,unmatched,1255,974,45,MA:652;TX:189;FL:45;SC:33;PA:24;NJ:15;NC:14;TN:2,high
549300R4F5COFJE0DN81,,,,unmatched,1255,651,44,CA:531;FL:44;TX:33;TN:14;GA:9;NC:8;NJ:5;SC:4,high
5493000H6DFDDJRORG89,,,,unmatched,1568,501,44,CA:208;TX:79;NJ:60;FL:44;NC:43;SC:25;TN:22;MA:16,high
5493007L4GYNO2PUBS09,,,,unmatched,1340,486,44,TX:156;GA:146;PA:65;FL:44;NJ:35;CA:17;NC:13;SC:6,high
549300FFVDRROF85IC57,,,,unmatched,6081,468,43,TX:149;NY:106;PA:95;SC:54;FL:43;GA:12;NJ:9,high
254900P7WLDQD9IUL038,,,,unmatched,861,404,43,MA:184;FL:43;GA:41;NC:32;CA:29;SC:20;TN:13;TX:12,high
5493002N5168AC238149,,,,unmatched,3428,2499,42,NJ:2071;PA:289;FL:42;TX:26;NY:25;NC:17;SC:12;TN:9,high
549300HIVO8XPBPNVG69,,,,unmatched,397,254,42,CA:131;TX:57;FL:42;PA:12;NC:5;TN:5;NJ:1;SC:1,high
5493003X6Y6JGJKHPA25,,,,unmatched,1081,729,41,NY:609;FL:41;NJ:25;CA:16;PA:16;NC:8;SC:5;TN:4,high
549300T61O0X0RJMQ375,,,,unmatched,510,293,41,CA:55;TX:47;FL:41;NJ:39;NC:32;MA:20;TN:19;GA:16,high
549300MQEDQYDJR8CP22,,,,unmatched,622,268,41,FL:41;TX:41;GA:36;TN:27;CA:24;NJ:22;NY:22;PA:20,high
549300ASFUWYQO0RW077,,,,unmatched,354,277,40,NY:51;TX:49;FL:40;NJ:31;NC:26;PA:21;SC:19;GA:17,high
549300WK15ESCDNJ5M35,,,,unmatched,3114,2177,38,NC:1002;NY:787;PA:214;SC:112;FL:38;NJ:12;MA:7;TN:4,high
984500RF83EA742B5589,,,,unmatched,529,315,38,TX:49;TN:49;NJ:46;FL:38;CA:33;PA:28;NY:26;NC:20,high
549300DAUXQ2DCY4H838,,,,unmatched,1116,795,37,MA:674;NJ:68;FL:37;NC:8;PA:5;SC:3,high
5493009D2COWW65B8673,,,,unmatched,704,315,37,CA:250;FL:37;TX:7;SC:4;NY:4;TN:3;PA:3;DC:2,high
254900TM81D0YC1B9584,,,,unmatched,1308,1161,35,NY:576;PA:215;GA:204;NJ:60;FL:35;TX:29;NC:14;SC:12,high
549300HCNXMTNGIMAR91,,,,unmatched,1291,934,34,NY:244;NJ:232;MA:167;NC:67;GA:44;CA:41;DC:35;FL:34,high
2549009X2AG1P20YAJ63,,,,unmatched,1435,479,34,CA:299;NY:38;FL:34;TX:23;NJ:19;NC:13;GA:13;TN:13,high
254900378RFGMBEKAF12,,,,unmatched,538,315,34,NC:109;GA:38;TX:37;FL:34;SC:33;TN:32;CA:19;PA:7,high
549300JRDGV1559XM376,,,,unmatched,381,228,34,TX:59;TN:59;CA:45;FL:34;NC:21;GA:5;SC:3;NJ:2,high
